No;Tweet;Sentiment
1051;"""Taki sport jest uskrzydlający. Ta wspólna radość Polaków jest bezcenna"" - W. Szaranowicz.";happy
1052;Radość Kamila to złoto i diamenty, Kocham go widzieć tak uśmiechniętego #skijumpingfamily <3;happy
1053;Kamil Stoch niesamowite, radość ogromna i brawo dla Kibiców -pięknie odspiewany Hymn :));happy
1054;Ale fajnie patrzeć na taką szczerą, z serca, radość Kamila. Krzepiące. #skijumpingfamily;happy
1055;Serdeczne pozdrowienia i najlepsze życzenia dla wszystkich Dziadków. Dziadek to nie tylko ktoś kogo wnuki kochają, Dziadek to jest KTOŚ! :-);happy
1056;Panu Ministrowi Witoldowi Bańce urodził się dziś synek Jaś. Serdeczne gratulacje i najlepsze życzenia dla całej Rodziny! :-);happy
1057;Serdeczne życzenia dla wszystkich Kochanych Babć. Szanowne i Drogie Panie, jesteście wspaniałe i niezastąpione! Dziękujemy! :-);happy
1058;"Kamil Stoch znowu najlepszy! Ale jakoś mnie to nie nudzi;-) Przeciwnie, znów wielka radość! Podziękowania dla całej Ekipy i Organizatorów!";happy
1059;Brawo! Kamil Stoch najlepszy z najlepszych w Wiśle! Wielka radość. Dziękujemy i gratulujemy!:-);happy
1060;Od 10.00 wstęp dla Dziennikarzy do Sejmu wg. dotychczasowych zasad.;neutral 
1061;Brawo Biało-Czerwoni!!! Dziękujemy za piękny prezent na Święto Niepodległości! :-);happy
1062;BOZE SKOKI DAJA MI TAKA RADOSC;happy
1063;czasmai mnie wkurwia jak ludzie komentuja odc seriali na tt bo to odbiera potem komus radosc z ogl itd;discouraged 
1064;Mamy ferie no i radosc:) ;happy
1065;Radosc. Nie wyobrazalna radosc :);happy
1066;Ścierwa !! ;upset
1067;Jakimż trzeba być ignorantem wierząc, że Martin Schultz sam zrezygnował ze stołka;upset
1068;Pamiętajcie, że kłamcy z GW naprawdę są do pokonania. Nie bójcie się GW!;upset
1069;Gazeta Wyborcza z największym spadkiem sprzedaży wśród dzienników ogólnopolskich. W ciągu roku ponad 17 procent w dół. :);happy
1070;po przerwie w pracy złapał mnie taki dół i znów miałam milion negatywnych myśli na minutę...;depressed
1071;Chcę bardzo żeby dwie osoby do nas wrócił bardzo bardzo chcę smutno mi jest że tych osób nie ma jeszcze – załamany;depressed
1072;A Domen taki załamany, szkoda mi go strasznie #skijumpingfamily;depressed
1073;Maciuś jaki załamany jeju #skijumpingfamily;depressed
1074;"OBY NIGDY TO SIĘ JUŻ NIE POWTÓRZYŁO ;(";depressed
1075;Bardzo proszę: nie zamęczajcie mnie już Panowie tą sytuacją, jestem załamany.;depressed
1076;@Wlodw Ja jestem już kompletnie załamany.Przepraszam.;depressed
1077;@Makowski_Jaro @Zborowska niszczą wszystko jestem załamany co sie dzieje kto ucierpi nie oni tylko dzieci tego nie odpuszczę !!!;upset
1078;Jeśli ten felieton nie był napisany ironicznie, to ja czuję się trochę załamany podejściem pana Orlińskiego...;depressed
1079;“Tak. Jestem psychopatą. Tak. Mam dosyć. Tak. Mam myśli samobójcze. Tak. Jestem załamany. Tak. Ktoś...;depressed
1080;W szkole byłam taką dobrą uczennicą a teraz na studiach zachorowałam na niechcemisię :/;discouraged 
1081;"Wystrzelałam wszystkie naboje... #niechcemisię nic :( ;( ";discouraged 
1082;Muszę napisać list na angielski #niechcemisie;discouraged 
1083;Niby piąteczek, niby już weekend, a mi się tak bardzo nie chce... #jakżyć #weekend #niechcemisie;discouraged 
1084;@moftiss wow to jest juz wyzszy poziom 'niechcemisię';discouraged 
1085;Chce ktoś napisać za mnie charakterystykę? #niechcemisię;discouraged 
1086;Po co ja chodzę na te jebane tańce #niechcemisie;discouraged 
1087;Zrobie copy&paste tej samej odpowiedzi bo niechcemisię i tak do nich nie dotrze;discouraged 
1088;"Normalnie to mi się chce, ale dziś jakoś nie ;) #niechcemisię";discouraged 
1089;"Uhhhh niemiecki... jutro sprawdzian EKSTRA! ;( To za dużo jak na moją główkę #sad #stupid #work #niechcemisie";discouraged 
1090;Mam jeszcze dużo do zrobienia a musze się wyrobić do 13 :( #niechcemisie;discouraged 
1091;"Niechcemisie Niechcemisie Niechcemisie; p ale trzeba jechać w trasę ;p #zwyklydzienwpracy";discouraged 
1092;muszę posprzątać chomikowi niechcemisie;discouraged 
1093;Mam syndrom niechcemisię.;discouraged 
1094;Czy tylko mi sie tak nie chce? #nojobs #niechcemisię #łóżko #spać #seriale #pizza;discouraged 
1095;Trzeba by było się za coś wziąć, ale #niechcemisię;discouraged 
1096;"Z dzisiejszych dużych planów wyjdzie chyba tylko Plan B ;/ #niechcemisię";discouraged 
1097;Muszę zwlec się do banku.. #niechcęmisię;discouraged 
1098;Musze posprzątać w szafie #niechcemisie;discouraged 
1099;Chyba jestem chora na niechcemisie;discouraged 
1100;Tak się zastanawiam, mogłabym już zacząć w sumie prawo jazdy tylko jest jeden problem... #niechcemisię;discouraged 
1101;Nigdy nie byłam zakochana w kimś dużo starszym;neutral 
1102;BOŻE JAK PERRIE ŚLICZNIE WYGLĄDA W TYCH WŁOSACH, JESTEM W NIEJ ZAKOCHANA ;happy
1103;Przeglądałam komputer i znalazłam te zdjęcia z wakacji, boże było tak pięknie,jestem zakochana w tych zdjęciach ;happy
1104;Jestem totalnie zakochana w figurze, urodzie i tyłku Cheryl :) <3;happy
1105;tak bardzo bylam zakochana a on mnie zostawil sama mowiac ze tak bedzie dla mnie lepiej;depressed
1106;Jestem ostatnio totalnie zakochana w Ameryce Północnej ogólnie ale indeterminate do jakiego miejsca pojechalabym gdybym mogła tylko w jedno xd ;happy
1107;Bezpieczne #ferie zimowe ;neutral 
1108;Pomysł na #wakacje #weekend?;neutral 
1109;Co powiecie na #wakacje we Włoszech? :) Ponad 3300 apartamentów i domów wakacyjnych czeka: http://fal.cn/QbGI ;neutral 
1110;Czasami nie warto oszczędzać na ubezpieczeniu - bo to nie wychodzi na zdrowie. #narty #podróże #wakacje ;depressed
1111;#Chorwacja jeszcze nigdy nie była tak #blisko :) A #apartamenty już od 35 zł za dobę/osoba ;neutral 
1112;EGZOTYCZNE Last Minute! Dominikana! SPRAWDŹ;neutral 
1113;Atrakcje dla dzieci w Hiszpanii http://hispanico.pl/najlepsze-atrakcje-dla-dzieci-w-hiszpanii … #hiszpania #dzieci #wakacje #hiszpański #barcelona #walencja #rozrywka;neutral 
1114;Planujecie już wakacje?;neutral 
1115;Rodzice myślą o wakacjach. Sosnowiec im to ułatwia https://silesion.pl/rodzice-mysla-o-wakacjach-sosnowiec-im-to-ulatwia-01-02-2017 … #przedszkole #sosnowiec #wakacje #urlop;neutral 
1116;Jeden z naszych sposobów na poznawanie #Peru :-) #wyprawy #relax #tramping #wakacje #urlop;neutral 
1117;Dobre wiadomości na wiosnę :) Od marca dzięki @Ryanair polecimy z #Katowice do #Ateny! #tanieloty #grecja #polska #wakacje ;neutral 
1118;#Grecja — tu jest po prostu #pięknie! :);neutral 
1119;No i styczeń z głowy. Teraz czekamy na #wakacje. :D;happy
1120;Zamień #marzenia na #rzeczywistość :) #Wakacje #zdojazdemwłasnym i apartamenty blisko plaży;neutral 
1121;Są chętni na #rejs ze #Świnoujście w sierpniu? Organizuję z kumplem. #wakacje #lato #żeglarstwo;neutral 
1122;#Grecja na #wakacje! Bardzo dobra cena za przelot do antycznej stolicy Grecji. #Ateny od 252 PLN! Zapraszamy!;neutral 
1123;Ostatniego dnia stycznia lecę na wakacje do Norwegii :) #styczeń #wakacje #Norwegian;happy
1124;Peruwiańska różnorodność :-) #Peru #wyprawy #wakacje #urlopik;neutral 
1125;Zapraszamy na Wyspy Zielonego Przylądka! już za 3699 PLN za osobę!;neutral 
1126;Domki Pod Lasem zimą (fot. Karolina Rabicka Photography) #bieszczady #lesko #huzele #domkipodlasem #domkihuzele #wakacje #urlop #wypoczynek;neutral 
1127;Pokrowiec w akcji :) zdecydowanie przydatny! Do końca stycznia gratis do każdej rezerwacji. #urlop #wakacje #wyjazd #qtravel #lot;neutral 
1128;Jaki piątek jest najlepszy? Taki co zaczyna #wakacje!!!!! :> ;happy
1129;A ja myślę, że już tylko: styczeń, luty, marzec, kwiecień, maj, czerwiec i... #wakacje :D;neutral 
1130;"Wakacje De Lux to wspaniały pomysł dla ceniących sobie komfort i wygodę ;) ";neutral 
1131;Zajebiste miejsce #halongbay :);happy
1132;Egzotyczne podróże vs. weekendowe wyjazdy. #podróż #radość #wakacje ;neutral 
1133;Wakacje na Cyprze!/Holiday in Cyprus! http://www.wakacjenacyprze.eu  #słońce #morze #raj #wakacje #holiday #cypr :);neutral 
1134;"Nasz nowy cykl - ""Wakacje z Vacansoleil"" :) Wszystko co powinniście wiedzieć o kempingach! @VacansoleilPL #wakacje #kemping #zabawa";neutral 
1135;Czekają na Nas a #wakacje tuż tuż :D ;neutral 
1136;Kto planuje wakacje w zimie? #kostium #wakacje #ferie;neutral 
1137;Nie przegapcie promocji #FirstMinute na #wakacje!;neutral 
1138;Miłego dnia - Plaża w Wenezueli – Wyspa Margarita #travel #wenezuela #plaza #wakacje;happy
1139;#Grecja #2016 #wakacje #jachty #polishgirl #greece #zakhyntos #yacht #holiday Pocztówka z Grecji;neutral 
1140;#LazuroweWybrzeże na #wakacje! #Nicea w nowym bezpośrednim połączeniu z Warszawy (#WizzAir) od 01.07 już od 520 PLN/os. Zapraszamy!;neutral 
1141;Chcesz przeżyć przygodę życia? Nabór wystartował. @TSRSzczecin #regaty #wakacje #thetallshipraces #Szczecin ;neutral 
1142;Kto z Was przywiózł taką pamiątkę z wakacji? :) #henna #wakacje #cool #cooltour #biuropodrozy #wakacjezcooltour #dreams #marzenia #Lublin;neutral 
1143;Czy wam też brakuje wakacji, piasku i słońca? #cuccio #wakacje #spa #pielęgnacja;depressed
1144;W poszukiwaniu słońca, czyli gdzie wyjechać zimą. #ferie #wakacje #podroz #slonce #tajlandia #srilanka #malediwy;neutral 
1145;Dolce Vita, czyli słodkie życie. Czy Wy także wyobrażacie sobie teraz ciepłe letnie włochy?:);neutral 
1146;#Hiszpania: Co kryje Pałac Mondragón w Rondzie? http://hispanico.pl/palac-mondragon  #Ronda #wakacje #mondragón #pałac #historia #atrakcje #zabytki;neutral 
1147;Kto się wybiera na #wakacje do @rpdsanescobar? #SanEscobar?;neutral 
1148;Nie śpij - marz! #dreams #wakacje #cool #cooltour #marzenia #lublin;neutral 
1149;Jak coś to z Radomia właśnie jest promocja na loty do San Escobar. #protip #wakacje;neutral 
1150;Nowy rok i nowe podróżnicze plany! :) Wybierz się na wakacje z naszym biurem podróży. Zapraszamy! :) #wakacje #biuropodróży #chorwacja;neutral 
1151;W tym roku znów #Chorwacja w #wakacje? To może na wyspę? :);neutral 
1152;TOP10: Parki rozrywki do odwiedzenia w 2017 roku #disney #disneyland #wakacje #urlop #parkirozrywki;neutral 
1153;Świetna Golfowa wioska Golfspa: http://www.nocowanie.pl/noclegi/polanica_zdroj/domki/135174/ … #PolanicaZdrój #golf #noclegi #nocleg #domki #podróż #urlop #wakacje #ferie #Polska;neutral 
1154;Pobyt nad Bałtykiem dla ludzi, którzy kochają morze jest atrakcyjny o każdej porze rooku. #morze #baltyk #wypoczynek #urlop #ferie #wakacje ;neutral 
1155;Marzenia się nie spełniają. Marzenia się spełnia! #cooltour #cool #marzenia #dreams #holiday #wakacje #ferie #lato #slonce #sun #lublin;neutral 
1156;Najlepsze wakacyjne kierunki 2017, czyli gdzie jechać na wakacje wg Pojechanej #urlop #wakacje #podroze;neutral 
1157;#Australia #wakacje #podroze myślałem o urlopie w Australii ,ale chyba zmieniłem zdanie;neutral 
1158;Lubicie taki wypoczynek? | Do U like this kind of holiday? #little #holiday #wakacje (uśmiechnięta buzia z oczami w kształcie serduszek);happy
1159;Wspaniałe Noclegi u Pabina, Kościelisko: http://www.nocowanie.pl/noclegi/koscielisko/kwatery_i_pokoje/112329/ … #nocleg #noclegi #pokój #zima #ferie #urlop #podróż #wakacje #turystyka;neutral 
1160;"Kocham ciepełko :) Marzy mi się słoneczko i 28 stopni na zewnątrz. Ewentualnie jakieś ciepłe kraje ;) #Lato #wakacje ";neutral 
1161;Zachęcam do lektury: Grecja - tydzień na rajskiej Krecie (serduszko);neutral 
1162;Dopiero dwa dni w szkole po świętach a ja już nie mogę. Chce już #wakacje;discouraged
1163;To możesz być Ty! Zaplanuj wakacje z #CoolTour! #Cool #wakacje #morze #plaża #plaza #beach #sun #slonce #biuropodrozy #Lublin;neutral 
1164;Szczesliwego Nowego Roku mowia ulice Buenos Aires! #podroze #wakacje #Feliz2017;neutral 
1165;#2016 magiczne lato nad polskim #Wybrzeże.m #wakacje;happy
1166;Wracając na moment wspomnieniami. To były wspaniałe #wakacje. (szczęśliwa osoba z uniesioną ręką);happy
1167;Taki zachód jest raz w życiu! #cooltour #podroze #Globe #Travel #jorney #biuropodrozy #wakacje #wakacje2017 #world #sunset #gapyear;neutral 
1168;Kiedy warto wziąć urlop w 2017 roku, żeby mieć długi weekend? Sprawdź: http://bit.ly/2iI8QQI  #urlop #dniwolne #wakacje #długiweeken;neutral 
1169;Co powiecie na Islandię? Może jest ona na Waszej liście podróżniczych celów? :);neutral 
1170;Dzielnica gotycka w Barcelonie. Co warto wiedzieć, żeby uniknąć kieszonkowców: http://hispanico.pl/dzielnica-gotycka-barcelona … #Hiszpanie #Barcelona #wakacje;neutral 
1171;Jak zacząć podróżować bez doświadczenia? #podrozeargentyna #wakacje #amerykałacińska;neutral 
1172;Planujecie już #gej #wakacje 2017? Może #Sitges - blisko od Barcelony i wiele tanich lotów: http://bit.ly/2hkP6ou ;neutral 
1173;#RODOS na #wakacje w ofercie #FirstMinute ALL INCLUSIVE 4,5* na tydzień z przelotem już od 2403zł;neutral 
1174;Tęsknicie za wakacjami? :) #souvre #collagen #skin #holidays #beach #kobieta #kosmetyki #sea #cosmetics #souvre #beauty #wakacje #f4f #sun;neutral 
1175;Co wybieracie? :) Gdzie wolicie odpoczywać? :) #wybierzjedno #wywiadztwitterowiczami #morze #góry #wakacje #wycieczka #urlop #ferie #Polska;neutral 
1176;Kusi Cię #grudzień w takiej perspektywie? :);neutral 
1177;W zeszłym tygodniu na Tasmanii. Sam na sam ze światem #Australia #podroze #wakacje (Idąca kobieta);happy
1178;Za oknem ani zima, ani jesień. Ale można weekend ogrzać. #wakacje #wspomnienia #ocean #plaza…(Uśmiechnięta twarz w okularach przeciwsłonecznych);neutral 
1179;W końcu udało się zmontować filmik z wakacji:) #Chorwacja #Wakacje ;happy
1180;znacie to uczucie kiedy ustalacie, że w wakacje jedziecie na milion obozów,a okazuje się później, że siedzicie cały czas w domu #wakacje;discouraged
1181;Tenerife day 6 (wschód słonca, bezludna wyspa) Życie jest wspanislą przygodą albo niczym(Uśmiechnięta twarz w okularach przeciwsłonecznych, lekko uśmiechnięta buźka) #picoftheday #tenerife #wakacje;happy
1182;Najlepsze #prezenty pod choinkę - vouchery na #przeloty #wakacje #weekend.y elastycznie!;neutral 
1183;A może tak znów #wakacje w Polsce? #holidayinpoland;neutral 
1184;Ucieknij od zgiełku i rutyny, w święta. Sprawdź gdzie? http://direct.money.pl/artykuly/porady/gdzie-wyjechac-na-swieta,226,0,2216930.html … #wakacje #porady #świeta;neutral 
1185;Czekając na prawdziwą zimę... wspominamy zeszłe #wakacje. Gdzie byliście? ;neutral 
1186;KRÓLESTWO DIABŁA TASMAŃSKIEGO 3:) (mrugająca buźka) Zabieramy Was w podróż po jego królestwie! http://www.timeonflight.com/tasmania-pl  #Tasmania #pogoda #ceny #wakacje ;neutral 
1187;Trochę tłoczno, ale pięknie! #Laguna #Quilotoa #Ekwador #podróże #wakacje;neutral 
1188;#Emiraty w takiej cenie, że naprawdę warto spakować się od razu - wylot 12.12.;neutral 
1189;"I tym akcentem kończymy naszą #podróż po #Namibia ;) #wakacje #kiribatiteam";calm
1190;Z naszych wypraw po #Peru Wizyta w #Chinchero #Andy #Cusco #MachuPicchu #wakacje;neutral 
1191;Ja chcę lato (słonce z promieniami) Zimo (odwrócona dłoń z wystawionym środkowym palcem) #wakacje #grecja #grecja2016 #greece #canaldeamore #kanalmosci #roda #corfu #instagirl;depressed
1192;Hiszpania to wspaniałe miejsce na #wakacje polecane dla wszystkich chcących przeżyć niezwykłą przygodę.;neutral 
1193;Na początek dnia.(głupawy uśmieszek) Już za kilka miesięcy coś takiego czeka nas. (uśmiechnięta twarz ze śmiejącymi się oczami) #wakacje #porannaZmiana #sprawdzoneInfo #news;happy
1194;Tak było #wakacje ;neutral 
1195;Jamajka - wyspa słońca, muzyki reggae i piaszczystych plaż :) Nie czekaj, rezerwuj - http://rezerwujwakacje.com.pl/  #wakacje #jamajka #rezerwuj;neutral 
1196;Bałkańskie wakacje nad jeziorem! Ochryd-Macedonia samolotem! https://goo.gl/UVEj1R  #Macedonia #Ochryd #Wakacje ;neutral 
1197;Czy macie już pomysł na #wakacje czy też #wyjazd w 2017 roku?;neutral 
1198;Ochrona klientów biur podróży. Rusza Turystyczny Fundusz Gwarancyjny #wakacje #podróże #biurapodróży #ubezpieczenie;neutral 
1199;Za oknem śnieg i mróz, a szczęście można się rozgrzać zdjęciami z wakacji (płatek śniegu, palma, łódź) #wakacje;neutral 
1200;Jakby kogos interesowalo to w weekend zaktualizowalem co nieco wpis o jesiennym #wakacje-nym #trip-ie po #Cypr-ze;neutral 
1201;Zawsze mocny punkt naszego programu po #Peru #wakacje #urlopik;neutral 
1202;Większość zdjęć do filmu zostało wykonanych w #Białystok. Wiele z nich jednakże powstało w podróży podczas wakacji. :) #wakacje @WBialystok;neutral 
1203;możnaby nad morze znów. #kolejkowo #wroclaw #wakacje @ Kolejkowo ;neutral 
1204;Grudniowe wakacje nawet 50% taniej http://goo.gl/kXFmaz  #wyspykanaryjskie #grudzien #zima #wakacje #urlop #hiszpania #wyspyszczesliwe;neutral 
1205;Marynistyczny klimat i lampka #Dave :) Sprawdźcie koniecznie#homedecor #wakacje;neutral 
1206;Na dworzu coraz zimniej, dlatego trzeba powspominać wakacje, a co!;neutral 
1207;#Wakacje w Tunezji. Czy są bezpieczne? W #DDTVN Minister Turystyki Selma Elloumi Rekik o sytuacji w swoim kraju.;neutral 
1208;Trzy typy bałtyckich plażowiczów na #baltyk #miedzywodzie #morskieopowiesci #nadbaltykiem #pl #plazowanie #wakacje;neutral 
1209;Meldujemy się na Zwrotniku Koziorożca w Namibii! :D #Namibia #podróże #wakacje ;neutral 
1210;#Wakacje wakacjami, #rower rowerem, #słońce słońcem, a pracować trzeba (Uśmiechnięta twarz w okularach przeciwsłonecznych);discouraged
1211;Od zawsze chciałem tu być #universalstudios #orlando #floryda #usa #roadtrip #wakacje;neutral 
1212;Gdzie na #wakacje gdy w Polsce zima - może #Floryda ;neutral 
1213;Międzywodzie. Bałtyk jest chłodnym morzem..  #miedzywodzie #morskieopowiesci #nadbaltykiem #pl #plazowanie #wakacje;neutral 
1214;Jeszcze tylko 524 dni z tą posraną klasą... #wakacje #matura2018;discouraged
1215;Niemcy przyjeżdżają do Polski, zostawiają grube miliony i… wracają #Polska #Deutschland #Gospodarka #Wakacje #Geld;neutral 
1216;Duńskie biuro podróży zapewnia w reklamie: #Wakacje zwiększają szanse na #seks o 102 proc.;neutral 
1217;#achaja czytam po raz drugi. Warto :) a później Pomnik cesarzowej Achai. :) #wakacje :);neutral 
1218;#Alpaki podczas trekkingu w okolicach #Ausangate :-) #trek #Andy #wyprawy #wakacje #mounta;neutral 
1219;Jakieś ciekawe miejsce na wakacje 2017? #holiday #wakacje #GoodMorningWorld;neutral 
1220;#wyprawy po #peru a w tle najpiękniejsze miasto #Cusco :-) #wakacje #urlop #amerykapoludni;happy
1221;Zachody słońca w #PERU #wakacje #holiday #wyprawy #urlop #tours #odpoczynek #urlop;neutral 
1222;"Przybić ""piątkę"" ze stuletnim żółwiem ? Bezcenne ;-) #lovelymauritius #trip #TURTLE #Children #podróże #wakacje #PrzedreptaćŚwiat #animals";happy
1223;Tak powinna wyglądać przerwa w pracy! (Zdjęcie: Penang, Malezja, 11.2016) #Przerwawpracy #podróże #odpoczynek #piątek #podroze #wakacje ;neutral 
1224;"Platynowa płyta za singiel ""Pod wiatr"" #platyna #singiel #hit #wakacje #sonymusicpoland";neutral 
1225;Lato 2017! Cypr- błogi relaks na wyspie Afrodyty!   #Cypr #Wakacje #Afrodyta #lato2017;neutral 
1226;2 km od nas jest Western City. Willa Zimorodek zaprasza #Karpacz #Polska #hotel #wypoczynek #westerncity #wakacje ;neutral 
1227;Pokoje w Zimorodku #Karpacz #Polska #hotel #wypoczynek #wakacje ;neutral 
1228;Wiedzieliście, że w Mielnie #wakacje trwają cały rok?;neutral 
1229;220 DNI DO WAKACJI - DAMY RADĘ!!! #Piła #wakacje #mechanik #zsp1;neutral 
1230;błękit i zieleń lata #wakacje ;happy
1231;Rajskie #wakacje - to nabiera nowego znaczenia! ;neutral 
1232;Wycieczki zagraniczne... widoki na plaży...#Grecja #Kreta #wakacje;neutral 
1233;Leć z nami na tygodniowe #wakacje w #GAMBIA do 2* hotelu ze śniadaniami w grudniu już od 2528zł!!!;neutral 
1234;Jeśli przed sezonem liczysz tu na super pogodę to możesz się przeliczyć ... #Indie #Goa #pogoda #monsun #wakacje ;discouraged
1235;Biuro podróży #Grecos odpowiada na reklamację - to był pokój z widokiem na morze #wakacje. No cóż nigdy więcej.. ;upset
1236;Zapraszamy na niestandardowe, unikalne #wyprawy po #Peru, #wakacje ;neutral 
1237;Z wizytą u diabła  #kromlau #niemcy #polskanaweekend #wakacje #podroz #photoblog #fotografia #travel #odpoczynek;neutral 
1238;I jak stąd wyjeżdżać ? #lemorne #mauritius #wolnydzień #slowlife #urlop #wakacje #podroze #PrzedreptaćŚwiat #trip #beach #AmazingWorld;depressed
1239;Total relax (palma, ciemnoczerwone serce,palma, ciemnoczerwone serce,palma, ciemnoczerwone serce,palma, ciemnoczerwone serce,palma)  Ostatnie dwa dni urlopu #holiday #beactive #riceterraces #wakacje.;happy
1240;LATO 2017 - planuj i wybieraj. Duży wybór, ciekawe promocje.  #wakacje, #lato2017;neutral 
1241;Dobry przewodnik to podstawa udanego safari (słoń, lampart, słońce z promieniami) #wakacje #afryka #kenia #safari #słońce;neutral 
1242;#MALTA to świetne miejsce na #listopad.owe #wakacje. Odpocznij w 4* hotelu już od 1187zł z przelotem#LOTTravelDeals;neutral 
1243;Poznaj z nami piękno USA! Zobacz:   #urlop #wakacje #odpoczynek #podroze #travel #traveling;neutral 
1244;Trochę się boję wracać do Polski, ale w Izraelu bym też nie została. #wakacje;discouraged
1245;Żadne inne wakacje w Sopocie.. nie będą już takie jak te były! #Sopot #wakacje #lato2016 #morze…;depressed
1246;Coś w nocnym klimacie #Kłajpeda #wakacje #podróże #weekend #litwa #bałtyk #morze #zplecakiem #photoblog #travelbloggers;neutral 
1247;Half Board na koniec czerwca za 1673zł/os   #grecja #wakacje ;neutral 
1248;ŚWIETNE WYDARZENIE! Wybierzcie się, zróbcie notatki i rezerwujcie. Tanie #wakacje czekają <3 #loty #Warszawa;neutral 
1249;Piekny port w Jordanii (uśmiechnięta twarz ze śmiejącymi się oczami) #jordania #port #wakacje #charmantowe_podroze #charmantowe #podróże;neutral 
1250;#Włochy kocham też oczywiście za makaron (ciemnoczerwone serce, flaga Włoch, spaghetti) #pasta #italy #memories #wakacje #vacation…;happy
1251;Strzeliliśmy sobie selfie, faraon i ja w oazie. #Wakacje;happy
1252;Wakacje start, naprawdę w Afryce czasem leje deszcz (myśląca buźka, chmura z deszczem, palma) #wakacje #afryka #kenia #plaża #morze;discouraged
1253;#góry #Pieniny #wakacje jesienne porządkowanie letnich zdjęć :) ;neutral 
1254;9 dni błogiego lenistwa. Ahoj przygodo! #wakacje #ToNicŻeWlistopadzie;happy
1255;Sezon na #wakacje? U nas trwa cały rok. Kto nie wierzy, zapraszamy w odwiedziny;neutral 
1256;Dziś poradniczo - co warto wiedzieć o first minute zanim się skorzysta #firstminute #turystyka #wakacje;neutral 
1257;"Moje szczęście ;) #wspomnienia #wakacje #corfu #kocham #Korfu #holidays #grecja #greece #najlepszy #myson (niebieskie serce) #mylife";happy
1258;"Coś chyba jednak z tego zostanie ;-) #Władek #plaża #moc #wakacje #wolność #bałtyk #trip #Poland #holiday";happy
1259;Lato 2017! (słońce) Wciąż można skorzystać z atrakcyjnych promocji! Zarezerwuj wakacje w najbliższych dniach! #wakacje #lato2017 #firstminute;neutral 
1260;Po taaakim śniadaniu nie chce mi się podnieść tyłka i zwiedzać Tel Awiwu. #wakacje;discouraged
1261;Schabowy z mizerią, czyli czego potrzebuje Polak na urlopie w Grecji czy Chorwacji? #Polska #Wakacje ;neutral 
1262;"W sumie to chyba komentarz jest tu zbędny ;-) #Władek #plaża #moc #wakacje #wolność #lato #bałtyk #trip #Poland #holiday";neutral 
1263;Autobus międzymiastowy w Izraelu to samo dobro: USB do ładowania w suficie, Wi-Fi w powietrzu, wokół pustynia. Można żyć. #wakacje;happy
1264;Im szybciej robi się ciemniej tym szybciej robię się zmęczona Ja chcę #wakacje;discouraged
1265;Wiem, denerwuję. #wakacje;neutral 
1266;Ilu turystów skorzystało z noclegów nad polskim morzem? #wakacje #Bałtyk #morze #turyści;neutral 
1267;Pokaz tańca brzucha  (uśmiechnięta twarz ze śmiejącymi się oczami) #turcja #alanya #hotel #incekumbeach #wakacje z #dzieciakami… ;happy
1268;W tym roku na #wakacje do #Polski przyjechało 1,5 mln zagranicznych #turystów, o 90 tys. więcej niż rok wcześniej. ;happy
1269;"Brrrr - ciepło się zrobiło ;-) #Hel #półwysep #moc #plaża #wakacje #wolność #lato #bałtyk #trip #Poland #holiday";indeterminate
1270;Na pewno wybraliśmy dobry kierunek:) Dwa tygodnie do #wakacje z @panstian;neutral 
1271;Wspomnienie wakacji… #GUS badał obszary nadmorskie :) #wakacje #pomorze #turystyka ;neutral 
1272;"Ciezkie sa powroty do rzeczywistosci i pracy po #wakacje, podobnie jak z kazdym poniedzialkiem po weekendzie ;)";depressed
1273;#Listopad to idealny czas na #wakacje (palma) Zobacz gdzie jest najlepsza pogoda;neutral 
1274;Kilka godzin spędzonych w Ełku będę ciepło wspominać. (uśmiechnięta buzia) To był fantastyczny dzień, więc z pewnością wrócę.(znak dłoni pokazującej OK.)  #Ełk #wakacje #podróż #zdjęcia;happy
1275;Wyprawy do #Peru w 2017 Jak jeszcze nie macie pomysłu na #wakacje w nowym roku, zapraszamy do dawnego kraju;neutral 
1276;#myworld #burano #włochy #wakacje Wyspa Burano. Włochy;neutral 
1277;Wakacje na spontanie cz.2 już na blogu. Zaglądajcie :)  #newpost #blogger #blog #wakacje ;neutral 
1278;#Kirgistan. Pewnie już tam bardziej biało niż zielono. #Kyrgyzstan #zplecakiem #wakacje #podroze;neutral 
1279;Biura podróży oferują rabaty nawet do 60% na #wakacje 2017 -tutaj zestawienie najciekawszych propozycji;neutral 
1280;O #Dominikana na naszym blogu, co warto zobaczyć i gdzie :-)  #wakacje #urlop;neutral 
1281;Widok z toalety w Grecji. Bezcenny :) #grecja #korfu #foto #zdjęcia #turystyka #wakacje ;happy
1282;Zapraszamy do zwiedzania #Kirgistan #Kyrgyzstan #KelUkek #blog #podroze #zplecakiem #plecak #wakacje #taniepodroze;neutral 
1283;Jesień zimna.... Nie wszędzie (mrugajaca buźka, Uśmiechnięta twarz w okularach przeciwsłonecznych, słońce z promieniami, ogień, napój tropikalny, bezludna wyspa) #wakacje #holidays #dominicanrepublic #dominkana;happy
1284;Spacerkiem po Krecie #kreta #wdrodze #europebycar #crete #wakacje #turysta #blogpodrozniczy;neutral 
1285;Pierwsza część z relacji z wakacji w Egipcie już na blogu  Enjoy! #egipt #wakacje #hurghada #post #blogger;happy
1286;#plaża #morze #wakacje #fun #zabawa;happy
